Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed,latitude,longitude
12799,St. John of God Hospital Tigania,St John of God Hospital Tigania,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,117,8,125,Meru,Tigania East,Tigania East,Muthara,Operational,No,No,No,No,,Yes,Yes,No,,
12420,Kyuso Sub County Hospital,Kyuso Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,8,0,8,Kitui,Mwingi North,Mwingi North,Kyuso,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11643,Mombasa Hospital,Mombasa Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,110,34,144,Mombasa,Mvita,Mvita,Mji Wa Kale/Makadara,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11411,Hola District Hospital,Hola District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,132,0,132,Tana River,Galole,Galole,Chewani,Operational,No,No,No,No,,Yes,Yes,No,-1.4988,40.0303
12110,Jordan Hospital,Jordan Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,40,10,50,Kitui,Kitui Central,Kitui Central,Township,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12184,Kanyangi Sub County Hospital,Kanyangi Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,17,10,27,Kitui,Kitui Central,Kitui Rural,Kanyangi,Operational,Yes,No,No,No,,Yes,Yes,No,,
10994,Sagana Sub-County Hospital,Sagana Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,8,1,9,Kirinyaga,Ndia,Kirinyaga West,Kariti,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13657,Katito Sub County Hospital,Katito Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,6,0,6,Kisumu,Nyakach,Nyakach,North Nyakach,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12181,Kanyakine District Hospital,Kanyakine District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,72,2,74,Meru,South Imenti,Imenti South,Abogeta East,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.1291,37.6756
12066,Ismc,ISMC services Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),20,0,20,Marsabit,Saku,Saku,Marsabit Central,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13745,Macalder Sub-County Hospital,Macalder Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,42,0,42,Migori,Nyatike,Nyatike,Macalder/Kanyarwanda,Operational,No,No,No,No,,Yes,Yes,No,,
12041,Githongo District Hospital,Githongo District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,40,2,42,Meru,Central Imenti,Imenti Central,Abothuguchi West,Operational,Yes,No,No,No,,Yes,Yes,No,-0.0025,37.5913
12004,Embu Provincial General Hospital,Embu Provincial General Hospital,,Level 4,Secondary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,618,97,715,Embu,Manyatta,Manyatta,Kirimari,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.5368,37.4518
11973,Chuka  County Refferal Hospital,Chuka County Refferal Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,124,8,132,Tharaka Nithi,Chuka/Igambang'ombe,Chuka,Karingani,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
11976,Consolata Mission  Hospital,Consolata Mission Hospital (Nkubu),,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,227,31,258,Meru,South Imenti,Imenti South,Nkuene,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13714,Kombewa County  Referral Hospital,Kombewa County Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,60,0,60,Kisumu,Seme,Seme,Central Seme,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
11908,Wundanyi Sub-District Hospital,Wundanyi Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,16,2,18,Taita Taveta,Wundanyi,Wundanyi,Wundanyi/Mbale,Operational,No,No,No,No,,Yes,Yes,No,-3.4028,38.36303
13042,Langata Hospital,Langata Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,20,0,20,Nairobi,Langata,Langata,Mugumo-ini,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11970,Chogoria (PCEA) Hospital,Chogoria (PCEA) Hospital,,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,320,12,332,Tharaka Nithi,Maara,Mwimbi,Chogoria,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13663,Kegonga Sub County Hospital,Kegonga Sub county Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,15,0,15,Migori,Kuria East,Kuria East,Nyabasi East,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13548,Esani Sub-District Hospital,Esani Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,10,0,10,Nyamira,Kitutu Masaba,Masaba North,Gesima,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.6766,34.9529
13117,Nairobi Womens Hospital (Hurlingham),Nairobi Womens Hospital (Hurlingham),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11641,Moi District Hospital Voi,Moi County Referral Hospital (Voi),,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,112,0,112,Taita Taveta,Voi,Voi,Mbololo,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
10887,North Kinangop Catholic Hospital,North Kinangop Catholic Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,186,22,208,Nyandarua,Kinangop,Kinangop,Gathara,Operational,No,No,No,No,,Yes,Yes,No,-0.5550916,36.5526415
15738,Tot Sub-District Hospital,Tot Sub County hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,72,0,72,Elgeyo Marakwet,Marakwet East,Marakwet East,Endo,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,1.2088,35.6563
11480,Kinango Sub County Hospital,Kinango Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,94,15,109,Kwale,Kinango,Kinango,Kinango,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
12587,Muthale Mission Hospital,Muthale Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,78,2,80,Kitui,Kitui West,Kitui West,Mutongoni,Operational,Yes,No,Yes,No,,Yes,Yes,No,-1.1945,37.9995
12029,Garbatulla District Hospital,Garbatulla District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,51,10,61,Isiolo,Isiolo South,Garbatulla,Garba Tulla,Operational,Yes,No,Yes,No,,Yes,Yes,No,0.5348,38.5188
13770,Manyuanda Sub county Hospital,Manyuanda Sub county Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,16,0,16,Kisumu,Seme,Seme,West Seme,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
13528,Chulaimbo County Hospital,Chulaimbo County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,26,0,26,Kisumu,Kisumu West,Kisumu West,North West Kisumu,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12366,Kitui County Referral Hospital,Kitui County Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,198,7,205,Kitui,Kitui Central,Kitui Central,Township,Operational,Yes,No,No,No,,Yes,Yes,No,,
12174,Kangeta SCH,Kangeta Heaith Centre,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,6,2,8,Meru,Igembe Central,Igembe Central,Kangeta,Operational,Yes,No,No,No,,Yes,Yes,No,,
10349,Immaculate Heart of Mary Hospital,Immaculate Heart of Mary Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Thika Town,Thika Town,Gatuanyaga,Operational,No,No,No,No,,Yes,Yes,No,-1.06969,37.234
10294,Good Hope Hospital,Good Hope Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,13,0,13,Laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,No,No,No,No,,Yes,Yes,No,,
10655,Lari Hospital,Lari Level 4 Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,5,0,5,Kiambu,Lari,Lari,Lari/Kirenga,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
10588,Kigumo Sub County Hospital (Kigumo),Kigumo Sub County Hospital (Muranga South),,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,6,1,7,Muranga,Kigumo,Kigumo,Kigumo,Operational,No,No,No,No,,Yes,Yes,No,,
13588,Got Agulu Sub-District Hospital,Got Agulu Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,17,0,17,Siaya,Bondo,Bondo,West Yimbo,Operational,Yes,No,No,No,,Yes,Yes,No,-0.0378813,34.0310161
10233,Gatundu District Hospital,Gatundu District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,188,11,199,Kiambu,Gatundu South,Gatundu South,Ngenda,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,-1.0157,36.9058
12472,Marsabit County Referral Hospital,Marsabit County Refferal Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,89,0,89,Marsabit,Saku,Saku,Marsabit Central,Operational,Yes,No,No,No,,Yes,Yes,No,,
10539,Kiambu County Referal Hospital,Kiambu County Referal Hospital,,Level 4,Secondary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,361,50,411,Kiambu,Kiambu,Kiambu Town,Township,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12984,Jamaa Mission Hospital,Jamaa Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,63,8,71,Nairobi,Makadara,Makadara,Harambee,Operational,Yes,No,Yes,No,,Yes,Yes,No,-1.2817,36.8732
13468,Ahero County Hospital,Ahero County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,30,0,30,Kisumu,Nyando,Nyando,Ahero,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.1708,34.9231
13098,Mp Shah Hospital (Westlands),MP Shah Hospital (Westlands),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
10891,Nyahururu Private Hospital,Nyahururu Private Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,29,0,29,Laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12681,Nuu Sub County Hospital,Nuu Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,17,0,17,Kitui,Mwingi Central,Mwingi Central,Nuu,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
13631,Iyabe sub county  Hospital (Kisii South),Iyabe Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,12,1,13,Kisii,Bonchari,Bonchari,Riana,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13156,Pumwani Maternity Hospital,Pumwani Maternity Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,350,150,500,Nairobi,Kamukunji,Kamukunji,Pumwani,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12036,Giaki Sub-District Hospital,Giaki Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,North Imenti,Imenti North,Nyaki East,Operational,Yes,No,No,No,,Yes,Yes,No,0.03021,37.76489
12445,Magutuni District Hospital,Magutuni District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,30,2,32,Tharaka Nithi,Maara,Mwimbi,Mwimbi,Operational,No,No,No,No,,Yes,Yes,No,-0.2306,37.7361
10368,Jamii Hospital,Jamii Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,57,12,69,Nyeri,Mathira,Mathira East,Karatina Town,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
12626,Mwingi Sub County Hospital,Mwingi Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,167,5,172,Kitui,Mwingi Central,Mwingi Central,Central,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
10739,Mt Kenya Sub-County Hospital,Mt Kenya Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,20,0,20,Nyeri,Nyeri Town,Nyeri Central,Kamakwa/Mukaro,Operational,No,No,No,No,,Yes,Yes,No,,
10639,Kirwara Sub District,Kirwara Sub District,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,16,0,16,Muranga,Gatanga,Gatanga,Gatanga,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
